0133,1
0134,1
0135,1
0136,1
0233,1
0234,1
0235,1
0236,0.8334319051132386
0333,1
0334,1
0335,1
0336,1
0433,1
0434,1
0435,1
0436,1
0537,1
0538,1
0539,1
0540,1
0637,1
0638,1
0639,1
0640,1
0737,1
0738,1
0739,1
0740,1
0837,1
0838,1
0839,1
0840,1
0941,1
0942,1
0943,1
0944,1
1041,1
1042,1
1043,1
1044,1
1141,1
1142,0.8055309779892694
1143,1
1144,1
1241,1
1242,1
1243,1
1244,1
1345,1
1346,1
1347,1
1348,1
1445,1
1446,1
1447,1
1448,1
1545,1
1546,1
1547,1
1548,1
1645,1
1646,0.8417338632818576
1647,1
1648,1
1749,1
1750,1
1751,1
1752,1
1849,1
1850,1
1851,1
1852,1
1949,1
1950,1
1951,1
1952,1
2049,1
2050,1
2051,1
2052,1
2153,1
2154,1
2155,1
2156,1
2253,1
2254,1
2255,1
2256,1
2353,1
2354,1
2355,1
2356,1
2453,1
2454,1
2455,1
2456,1
2557,1
2558,1
2559,1
2560,1
2657,1
2658,1
2659,1
2660,1
2757,1
2758,1
2759,1
2760,1
2857,1
2858,1
2859,1
2860,1
2961,1
2962,1
2963,1
2964,1
3061,1
3062,1
3063,1
3064,1
3161,1
3162,1
3163,1
3164,1
3261,1
3262,1
3263,1
3264,1
3365,1
3366,1
3367,1
3368,1
3469,1
3470,1
3471,1
3472,0.8333487272343791
3573,1
3574,1
3575,1
3576,1
3677,1
3678,1
3679,1
3680,1
3765,1
3766,1
3767,1
3768,1
3869,1
3870,1
3871,1
3872,1
3973,1
3974,1
3975,1
3976,1
4077,1
4078,1
4079,1
4080,1
4165,1
4166,1
4167,1
4168,1
4269,1
4270,1
4271,1
4272,1
4373,1
4374,1
4375,1
4376,1
4477,1
4478,1
4479,1
4480,1
4565,1
4566,1
4567,1
4568,1
4669,1
4670,1
4671,1
4672,1
4773,1
4774,1
4775,1
4776,1
4877,1
4878,1
4879,1
4880,1
4965,1
4966,1
4967,1
4968,1
5069,1
5070,1
5071,1
5072,1
5173,1
5174,1
5175,1
5176,1
5277,1
5278,1
5279,1
5280,1
5365,1
5366,1
5367,1
5368,1
5469,1
5470,1
5471,1
5472,1
5573,1
5574,1
5575,1
5576,1
5677,1
5678,1
5679,1
5680,1
5765,1
5766,1
5767,1
5768,1
5869,1
5870,1
5871,1
5872,1
5973,1
5974,1
5975,1
5976,1
6077,1
6078,1
6079,1
6080,1
6165,1
6166,1
6167,1
6168,1
6269,1
6270,1
6271,1
6272,1
6373,1
6374,1
6375,1
6376,1
6477,1
6478,1
6479,1
6480,1
3301,1
3401,1
3501,1
3601,1
3302,1
3402,1
3502,1
3602,1
3303,1
3403,1
3503,1
3603,1
3304,1
3404,0.8904054335037406
3504,1
3604,1
3705,1
3805,1
3905,1
4005,1
3706,1
3806,1
3906,1
4006,1
3707,1
3807,1
3907,1
4007,1
3708,1
3808,1
3908,1
4008,1
4109,1
4209,1
4309,1
4409,1
4110,1
4210,1
4310,1
4410,1
4111,1
4211,1
4311,1
4411,1
4112,1
4212,1
4312,1
4412,1
4513,1
4613,1
4713,1
4813,1
4514,1
4614,1
4714,1
4814,1
4515,1
4615,1
4715,1
4815,1
4516,1
4616,1
4716,1
4816,1
4917,1
5017,1
5117,1
5217,1
4918,1
5018,1
5118,1
5218,1
4919,1
5019,1
5119,1
5219,1
4920,1
5020,1
5120,1
5220,1
5321,1
5421,1
5521,1
5621,1
5322,1
5422,1
5522,1
5622,1
5323,1
5423,1
5523,1
5623,1
5324,1
5424,1
5524,1
5624,1
5725,1
5825,1
5925,1
6025,1
5726,1
5826,1
5926,1
6026,1
5727,1
5827,1
5927,1
6027,1
5728,1
5828,1
5928,1
6028,1
6129,1
6229,1
6329,1
6429,1
6130,1
6230,1
6330,1
6430,1
6131,1
6231,1
6331,1
6431,1
6132,1
6232,1
6332,1
6432,1
6533,1
6633,1
6733,1
6833,1
6934,1
7034,1
7134,1
7234,1
7335,1
7435,1
7535,1
7635,1
7736,1
7836,1
7936,1
8036,1
6537,1
6637,1
6737,1
6837,1
6938,1
7038,1
7138,1
7238,1
7339,1
7439,1
7539,1
7639,1
7740,1
7840,1
7940,1
8040,1
6541,1
6641,1
6741,1
6841,1
6942,1
7042,1
7142,1
7242,1
7343,1
7443,1
7543,1
7643,1
7744,1
7844,0.8596218764619677
7944,1
8044,1
6545,1
6645,1
6745,1
6845,1
6946,1
7046,1
7146,1
7246,1
7347,1
7447,1
7547,1
7647,1
7748,1
7848,1
7948,1
8048,1
6549,1
6649,1
6749,1
6849,1
6950,1
7050,1
7150,1
7250,1
7351,1
7451,1
7551,1
7651,1
7752,1
7852,1
7952,1
8052,1
6553,1
6653,1
6753,1
6853,1
6954,1
7054,1
7154,1
7254,1
7355,1
7455,1
7555,1
7655,1
7756,1
7856,1
7956,1
8056,1
6557,1
6657,1
6757,1
6857,1
6958,1
7058,1
7158,1
7258,1
7359,1
7459,1
7559,1
7659,1
7760,1
7860,1
7960,1
8060,1
6561,1
6661,1
6761,1
6861,1
6962,1
7062,1
7162,1
7262,1
7363,1
7463,1
7563,1
7663,1
7764,1
7864,1
7964,1
8064,1
